936624.57,-51.07,-51.07,0.79,0.18,0.00,18.52,0.01,39.04,18.54,-15.00,5.50,0.01,3584014630.76,888888.88,51.13
936624.91,-51.07,-51.07,0.00,0.18,0.00,18.53,0.01,39.04,18.54,-15.00,5.50,0.01,3584014631.10,0.00,51.09
936625.24,-51.07,-51.07,0.00,0.18,0.00,18.54,0.01,39.04,18.54,-15.00,5.50,0.01,3584014631.43,0.00,51.11
936625.57,-51.07,-51.07,0.00,0.18,0.00,18.53,0.01,39.04,18.54,-15.00,5.50,0.01,3584014631.76,0.00,51.10
936625.89,-51.07,-51.07,0.00,0.18,0.00,18.54,0.01,39.04,18.54,-15.00,5.50,0.01,3584014632.09,0.00,51.07
936626.23,-51.07,-51.07,0.00,0.18,0.00,18.52,0.01,39.04,18.54,-15.00,5.50,0.01,3584014632.42,0.00,51.10
936626.56,-51.07,-51.07,0.00,0.18,0.00,18.52,0.01,39.04,18.54,-15.00,5.50,0.01,3584014632.75,0.00,51.10
936626.89,-51.07,-51.07,0.00,0.18,0.00,18.54,0.01,39.04,18.54,-15.00,5.50,0.01,3584014633.08,0.00,51.12
936627.21,-51.07,-51.07,0.00,0.18,0.00,18.56,0.01,39.04,18.54,-15.00,5.50,0.01,3584014633.40,0.00,51.08
936627.54,-51.17,-51.17,0.31,0.18,0.00,18.54,0.01,39.04,18.54,-15.00,5.50,0.01,3584014633.73,0.00,0.04
