933982.86,-26.85,-26.85,0.00,74.48,0.00,92.84,1.31,113.28,92.81,-15.00,5.50,-0.03,3584011989.08,0.00,66.64
933983.52,-26.92,-26.92,101.52,74.68,0.00,92.82,1.32,113.28,92.81,-15.00,5.50,-0.03,3584011989.74,0.00,66.85
933984.18,-27.01,-27.01,136.50,74.67,0.00,92.83,1.32,113.28,92.81,-15.00,5.50,-0.03,3584011990.39,0.00,66.58
933984.50,-27.06,-27.06,160.91,74.36,0.00,92.83,1.31,113.28,92.81,-15.00,5.50,-0.03,3584011990.72,0.00,66.53
933984.83,-27.12,-27.12,178.88,74.56,0.00,92.83,1.32,113.28,92.81,-15.00,5.50,-0.03,3584011991.05,0.00,66.57
933985.16,-27.18,-27.18,189.65,74.44,0.00,92.79,1.31,113.28,92.81,-15.00,5.50,-0.03,3584011991.37,0.00,66.56
933985.49,-27.24,-27.24,189.62,74.33,0.00,92.84,1.31,113.28,92.81,-15.00,5.50,-0.03,3584011991.70,0.00,66.59
933985.81,-27.31,-27.31,202.64,74.41,0.00,92.78,1.31,113.28,92.81,-15.00,5.50,-0.03,3584011992.03,0.00,66.66
933986.14,-27.38,-27.38,201.47,75.06,0.00,92.51,1.33,113.28,92.81,-15.00,5.50,-0.03,3584011992.36,0.00,63.61
933986.47,-27.44,-27.44,191.56,76.10,0.00,92.38,1.34,113.28,92.81,-15.00,5.50,-0.03,3584011992.68,0.00,63.02
933986.80,-27.50,-27.50,173.92,77.17,0.00,92.32,1.36,113.28,92.81,-15.00,5.50,-0.03,3584011993.01,0.00,62.71
933987.13,-27.55,-27.55,159.66,77.57,0.00,92.29,1.37,113.28,92.81,-15.00,5.50,-0.03,3584011993.34,0.00,62.68
933987.78,-27.64,-27.64,134.58,78.18,0.00,92.30,1.38,113.28,92.81,-15.00,5.50,-0.03,3584011994.00,0.00,62.58
933988.44,-27.70,-27.70,100.98,78.64,0.00,92.31,1.39,113.28,92.81,-15.00,5.50,-0.03,3584011994.65,0.00,62.60
933989.42,-27.76,-27.76,58.08,78.39,0.00,92.30,1.38,113.28,92.81,-15.00,5.50,-0.03,3584011995.64,0.00,62.71
933997.94,-27.82,-27.82,7.26,83.43,0.00,91.67,1.47,113.28,92.81,-15.00,5.50,-0.03,3584012004.16,0.00,58.64
933999.25,-27.89,-27.89,51.72,82.67,0.00,91.55,1.46,113.28,92.81,-15.00,5.50,-0.03,3584012005.47,0.00,55.62
934000.23,-27.96,-27.96,71.90,81.73,0.00,91.64,1.44,113.28,92.81,-15.00,5.50,-0.03,3584012006.45,0.00,56.94
934000.89,-28.02,-28.02,83.91,82.01,0.00,91.76,1.45,113.28,92.81,-15.00,5.50,-0.03,3584012007.11,0.00,55.99
934001.55,-28.07,-28.07,90.29,82.22,0.00,91.64,1.45,113.28,92.81,-15.00,5.50,-0.03,3584012007.76,0.00,60.68
934002.20,-28.13,-28.13,88.91,81.99,0.00,91.61,1.45,113.28,92.81,-15.00,5.50,-0.03,3584012008.42,0.00,59.20
934002.86,-28.18,-28.18,77.22,81.49,0.00,91.68,1.44,113.28,92.81,-15.00,5.50,-0.03,3584012009.08,0.00,58.47
934003.85,-28.24,-28.24,61.79,81.36,0.00,91.71,1.44,113.28,92.81,-15.00,5.50,-0.03,3584012010.06,0.00,58.73
934005.16,-28.30,-28.30,41.30,80.98,0.00,91.70,1.43,113.28,92.81,-15.00,5.50,-0.03,3584012011.38,0.00,58.73
