938884.51,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016890.70,0.00,40.00
938884.83,-31.54,-31.54,0.00,0.18,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016891.03,0.00,37.09
938885.16,-31.54,-31.54,0.00,0.17,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016891.35,0.00,36.34
938885.49,-31.54,-31.54,0.00,0.17,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016891.68,0.00,35.82
938885.82,-31.54,-31.54,0.00,0.18,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016892.01,0.00,35.70
938886.15,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016892.34,0.00,35.60
938886.48,-31.54,-31.54,0.00,0.17,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016892.67,0.00,35.55
938886.81,-31.54,-31.54,0.00,0.17,80.00,29.89,0.01,35.33,29.85,-0.00,5.50,0.02,3584016893.00,0.00,35.43
938887.15,-31.54,-31.54,0.00,0.17,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016893.34,0.00,35.47
938887.47,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016893.66,0.00,35.45
938887.80,-31.54,-31.54,0.00,0.18,80.00,29.88,0.01,35.33,29.85,-0.00,5.50,0.02,3584016893.99,0.00,35.41
938888.13,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016894.32,0.00,35.45
938888.46,-31.54,-31.54,0.00,0.17,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016894.65,0.00,35.65
938888.79,-31.54,-31.54,0.00,0.18,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016894.98,0.00,35.45
938889.12,-31.54,-31.54,0.00,0.18,80.00,29.89,0.01,35.33,29.85,-0.00,5.50,0.02,3584016895.31,0.00,35.43
938889.44,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016895.64,0.00,35.68
938889.77,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016895.96,0.00,67.35
938890.10,-31.54,-31.54,0.00,0.18,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016896.29,0.00,44.55
938890.42,-31.54,-31.54,0.00,0.18,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016896.62,0.00,38.30
938890.75,-31.54,-31.54,0.00,0.18,80.00,29.89,0.01,35.33,29.85,-0.00,5.50,0.02,3584016896.94,0.00,46.40
938891.08,-31.54,-31.54,0.00,0.18,80.00,29.89,0.01,35.33,29.85,-0.00,5.50,0.02,3584016897.27,0.00,38.74
938891.41,-31.54,-31.54,0.00,0.18,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016897.60,0.00,36.43
938891.74,-31.54,-31.54,0.00,0.17,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016897.93,0.00,35.68
938892.07,-31.54,-31.54,0.00,0.18,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016898.26,0.00,35.63
938892.41,-31.54,-31.54,0.00,0.17,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016898.60,0.00,35.46
938892.74,-31.54,-31.54,0.00,0.18,80.00,29.88,0.01,35.33,29.85,-0.00,5.50,0.02,3584016898.93,0.00,35.53
938893.07,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016899.26,0.00,35.49
938893.41,-31.54,-31.54,0.00,0.17,80.00,29.88,0.01,35.33,29.85,-0.00,5.50,0.02,3584016899.60,0.00,35.44
938893.74,-31.54,-31.54,0.00,0.17,80.00,29.88,0.01,35.33,29.85,-0.00,5.50,0.02,3584016899.93,0.00,35.52
938894.07,-31.54,-31.54,0.00,0.18,80.00,29.88,0.01,35.33,29.85,-0.00,5.50,0.02,3584016900.27,0.00,35.43
938894.41,-31.54,-31.54,0.00,0.17,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016900.60,0.00,45.54
938894.74,-31.54,-31.54,0.00,0.17,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016900.93,0.00,38.33
938895.07,-31.54,-31.54,0.00,0.17,80.00,29.87,0.01,35.33,29.85,-0.00,5.50,0.02,3584016901.26,0.00,36.36
938895.40,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016901.59,0.00,35.81
938895.73,-31.54,-31.54,0.00,0.17,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016901.92,0.00,43.08
938896.06,-31.54,-31.54,0.00,0.18,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016902.25,0.00,37.67
938896.39,-31.54,-31.54,0.00,0.18,80.00,29.89,0.01,35.33,29.85,-0.00,5.50,0.02,3584016902.58,0.00,36.29
938896.72,-31.54,-31.54,0.00,0.18,80.00,29.88,0.01,35.33,29.85,-0.00,5.50,0.02,3584016902.91,0.00,35.74
938897.05,-31.54,-31.54,0.00,0.18,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016903.24,0.00,35.55
938897.38,-31.54,-31.54,0.00,0.18,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016903.57,0.00,35.40
938897.71,-31.54,-31.54,0.00,0.18,80.00,29.85,0.01,35.33,29.85,-0.00,5.50,0.02,3584016903.90,0.00,35.38
938898.04,-31.54,-31.54,0.00,0.17,80.00,29.86,0.01,35.33,29.85,-0.00,5.50,0.02,3584016904.23,0.00,55.93
